"X1","X2"
0.194945,0.425361
0.334488,0.159737
0.195605,0.473933
0.447337,0.513727
0.492147,0.358081
0.154326,0.587903
0.388867,0.116050
0.494061,0.959909
0.481588,0.098891
0.348809,0.008744
0.644361,0.503960
0.182076,0.678216
0.134000,0.649244
0.913252,0.666370
0.160859,0.611826
0.506038,0.230614
0.529730,0.664390
0.580875,0.271299
0.326371,0.661981
0.807629,0.857025
0.099980,0.403451
0.096054,0.391375
0.424635,0.314228
0.610275,0.045470
0.353626,0.820531
0.468125,0.126609
0.046756,0.775985
0.995116,0.465023
0.159308,0.981423
0.240843,0.799182
0.182868,0.454728
0.269419,0.210717
0.069062,0.242196
0.809279,0.656405
0.382103,0.897908
0.337392,0.435095
0.692140,0.833960
0.352075,0.436448
0.202930,0.066620
0.699927,0.458358
0.683660,0.835016
0.902033,0.618062
0.242493,0.303240
0.464990,0.155613
0.510757,0.764535
0.336567,0.495710
0.551079,0.259388
0.231406,0.613212
0.569194,0.468983
0.329011,0.662443
0.258992,0.936481
0.286115,0.069458
0.924074,0.946446
0.011516,0.783409
0.969181,0.741965
0.724510,0.613839
0.887151,0.576816
0.697849,0.209167
0.328186,0.975483
0.117930,0.777635
0.165446,0.748796
0.290306,0.788623
0.640632,0.638652
0.544513,0.844618
0.108592,0.269551
0.568699,0.361183
0.244374,0.121362
0.786610,0.873622
0.505873,0.258101
0.501518,0.391870
0.756748,0.399360
0.399624,0.687653
0.333432,0.272355
0.015047,0.843595
0.572890,0.093612
0.960965,0.100706
0.319574,0.320894
0.645318,0.191876
0.345707,0.001617
0.113971,0.278097
0.488385,0.831090
0.511120,0.942718
0.398634,0.142084
0.164159,0.437669
0.070250,0.276612
0.012374,0.575695
0.115852,0.016201
0.810005,0.786577
0.506236,0.286775
0.563585,0.323665
0.369828,0.668613
0.238468,0.997756
0.776645,0.608427
0.801920,0.646077
0.123870,0.121527
0.181053,0.902000
0.959117,0.138817
0.003597,0.875833
0.615027,0.638355
0.166106,0.793539
0.403154,0.484261
0.937174,0.290075
0.251501,0.891210
0.005312,0.283013
0.908434,0.676698
0.337095,0.388174
0.641358,0.763743
0.668646,0.359500
0.334785,0.831947
0.246387,0.090246
0.130766,0.521844
0.360292,0.754207
0.607866,0.719363
0.941761,0.726292
0.035768,0.918102
0.116215,0.908368
0.872072,0.234145
0.119316,0.271629
0.402429,0.718736
0.813040,0.618458
0.025309,0.371346
0.327625,0.869366
0.022009,0.526001
0.763413,0.469280
0.539365,0.713522
0.228404,0.721771
0.055732,0.140566
0.529796,0.176599
0.592160,0.373985
0.256022,0.323368
0.778328,0.617534
0.089652,0.212433
0.330034,0.537319
0.433907,0.415891
0.195737,0.530951
0.469907,0.320564
0.351449,0.135122
0.095724,0.240183
0.368211,0.310203
0.962021,0.353098
0.500132,0.730944
0.519765,0.718307
0.876922,0.544678
0.948756,0.681482
0.231934,0.211080
0.659473,0.304626
0.766251,0.393981
0.024583,0.762588
0.203491,0.160859
0.795849,0.666898
0.085693,0.702633
0.652973,0.848941
0.654722,0.013001
0.953772,0.236059
0.089553,0.600805
0.313106,0.335082
0.539431,0.632251
0.239689,0.743615
0.985415,0.897611
0.500495,0.384016
0.581832,0.048637
0.490002,0.365340
0.787600,0.836468
0.675147,0.867782
0.446314,0.253580
0.317231,0.614367
0.244704,0.667624
0.843034,0.827493
0.154128,0.324094
0.355012,0.742394
0.705108,0.687620
0.569491,0.266680
0.379793,0.867452
0.942454,0.196826
0.154260,0.852933
0.377582,0.699729
0.564410,0.349502
0.510889,0.112321
0.359137,0.318584
0.410381,0.794628
0.172804,0.671550
0.548538,0.502838
0.796971,0.485250
0.277536,0.460338
0.457071,0.175510
0.156603,0.186696
0.778196,0.110605
0.067082,0.023461
0.470732,0.035109
0.492510,0.038474
0.216393,0.617369
0.001947,0.184056
0.332904,0.656603
0.924800,0.931961
0.135650,0.291955
0.195341,0.214677
0.402198,0.923250
0.773543,0.793704
0.271530,0.512638
0.430179,0.170791
0.558173,0.375140
0.444499,0.522009
0.006896,0.782584
0.179238,0.600079
0.648782,0.210222
0.938164,0.157065
0.420775,0.014222
0.950142,0.446050
0.468917,0.718142
0.182175,0.516300
0.150927,0.800766
0.807728,0.727150
0.116908,0.065631
0.990563,0.288095
0.380684,0.550683
0.094767,0.714380
0.204580,0.869333
0.982050,0.520326
0.924998,0.493137
0.169504,0.816736
0.984327,0.473966
0.314294,0.519402
0.742559,0.334224
0.973471,0.484690
0.457995,0.363855
0.314591,0.581073
0.793341,0.941299
0.656900,0.898073
0.326140,0.463473
0.768132,0.714677
0.346202,0.920412
0.198608,0.305616
0.960800,0.564245
0.291361,0.046888
0.821191,0.064542
0.418960,0.100805
0.639807,0.337920
0.403451,0.120306
0.987956,0.692008
0.934963,0.021481
0.873490,0.694615
0.361942,0.469841
0.889989,0.810005
0.183066,0.316208
0.303273,0.385996
0.858048,0.389164
0.721375,0.934006
0.351119,0.643833
0.039299,0.735630
0.719956,0.524187
0.108493,0.157131
0.551772,0.025572
0.349898,0.398337
0.830562,0.511714
0.021349,0.011879
0.650564,0.043094
0.242823,0.411899
0.521415,0.844255
0.159011,0.207121
0.190061,0.623606
0.499439,0.256682
0.401274,0.147826
0.615555,0.425163
0.256385,0.125685
0.840395,0.617073
0.702765,0.132977
0.168877,0.871313
0.877120,0.860853
0.982611,0.061770
0.020887,0.624101
0.571570,0.341814
0.735267,0.790009
0.726523,0.877021
0.231307,0.842671
0.552267,0.934732
0.434534,0.768693
0.302943,0.210783
0.801623,0.253547
0.073088,0.608691
0.497624,0.691480
0.090939,0.930707
0.550089,0.076289
0.062133,0.121197
0.624398,0.845245
0.768528,0.377384
0.413911,0.907939
0.776546,0.160364
0.784993,0.581766
0.229394,0.060450
0.225005,0.397083
0.474592,0.296047
0.152643,0.918432
0.101102,0.965122
0.287897,0.995611
0.228734,0.239524
0.112156,0.196694
0.178051,0.830232
0.445654,0.795156
0.204382,0.762357
0.948195,0.121131
0.136013,0.833894
0.257408,0.425097
0.015278,0.114334
0.612387,0.664786
0.714743,0.339405
0.217020,0.375701
0.109153,0.618491
0.664621,0.377021
0.646440,0.845509
0.537550,0.422788
0.918102,0.717086
0.990299,0.334686
0.335544,0.564146
0.376163,0.029862
0.321784,0.136112
0.023329,0.410447
0.989111,0.594536
0.132416,0.256781
0.642414,0.164852
0.849205,0.353593
0.209232,0.816076
0.777602,0.360457
0.965551,0.996535
0.103841,0.398436
0.756220,0.528740
0.309345,0.940342
0.896225,0.733485
0.249456,0.155283
0.655514,0.707781
0.089157,0.734277
0.245397,0.291493
0.961526,0.135221
0.415495,0.257210
0.047350,0.238633
0.096648,0.043457
0.526199,0.474329
0.977166,0.581832
0.089916,0.071801
0.375173,0.349370
0.152511,0.089619
0.078532,0.414010
0.428595,0.207451
0.287336,0.680360
0.132812,0.018115
0.710123,0.115720
0.427110,0.903154
0.033426,0.337458
0.715634,0.040850
0.369366,0.025968
0.159473,0.466442
0.269056,0.225434
0.006995,0.773378
0.196166,0.016663
0.543259,0.866033
0.894212,0.952815
0.905299,0.878737
0.801095,0.137761
0.982842,0.694219
0.060384,0.401736
0.325348,0.096252
0.632713,0.554742
0.190358,0.412427
0.550221,0.935062
0.084703,0.825447
0.483700,0.972250
0.709925,0.221441
0.393255,0.086650
0.244473,0.903253
0.803537,0.354484
0.400350,0.969313
0.457566,0.716360
0.241239,0.209826
0.250577,0.088959
0.847357,0.300502
0.893288,0.684584
0.747311,0.744572
0.785950,0.062166
0.393024,0.692206
0.204976,0.055534
0.049726,0.551475
0.502904,0.850591
0.993731,0.296773
0.922359,0.043259
0.718142,0.440276
0.798192,0.724972
0.486306,0.691084
0.155646,0.862601
0.614565,0.362568
0.087111,0.359731
0.895598,0.871676
0.142249,0.923283
0.323797,0.799380
0.367518,0.488781
0.843529,0.067577
0.238765,0.622946
0.827427,0.143173
0.485349,0.624959
0.992048,0.489375
0.634594,0.169735
0.511978,0.193526
0.545338,0.285389
0.249654,0.085297
0.689368,0.670560
0.878143,0.332574
0.157494,0.200917
0.930542,0.556655
0.117402,0.741602
0.075167,0.551409
0.853098,0.839240
0.875041,0.344486
0.627137,0.249687
0.236818,0.944697
0.494523,0.482611
0.560582,0.006302
0.856398,0.083977
0.439253,0.443543
0.109780,0.286808
0.771827,0.329341
0.978156,0.644757
0.259190,0.894542
0.319970,0.856233
0.713027,0.267241
0.923645,0.963935
0.938197,0.791295
0.426417,0.098330
0.914967,0.912295
0.454266,0.909523
0.677028,0.432786
0.767934,0.436679
0.312347,0.106349
0.409655,0.291361
0.048670,0.112519
0.322345,0.352636
0.119250,0.651488
0.391144,0.052267
0.883389,0.989639
0.054610,0.212301
0.337953,0.514618
0.788062,0.511318
0.754141,0.943807
0.953904,0.329374
0.112123,0.650432
0.172408,0.870686
0.480829,0.753019
0.219033,0.515047
0.453343,0.585099
0.519039,0.633670
0.752788,0.987659
0.722563,0.871808
0.554247,0.945984
0.773081,0.703953
0.192536,0.075926
0.922623,0.058767
0.763281,0.107635
0.516795,0.512704
0.369102,0.182142
0.114334,0.327427
0.550452,0.315581
0.124200,0.278163
0.237478,0.842440
0.607371,0.895004
0.857124,0.935689
0.563387,0.933281
0.335973,0.518973
0.449515,0.260443
0.864548,0.794826
0.832904,0.705603
0.421963,0.359698
0.153237,0.866000
0.202666,0.947139
0.654788,0.902594
0.965056,0.240975
0.019204,0.446413
0.283805,0.780572
0.529103,0.253877
0.473669,0.665446
0.994688,0.452914
0.085957,0.898601
0.698113,0.554280
0.373325,0.332970
0.836567,0.269023
0.048241,0.270376
0.248994,0.503069
0.576520,0.524979
0.581601,0.293341
0.450505,0.453046
0.033789,0.921303
0.777701,0.458853
0.982479,0.920148
0.998350,0.260212
0.712268,0.755098
0.793869,0.872599
0.747179,0.082162
0.763380,0.131393
0.533723,0.598891
0.263578,0.005906
0.070382,0.015871
0.034944,0.729822
0.975186,0.525342
0.751402,0.355771
0.485580,0.190622
0.031512,0.785983
0.388372,0.184617
0.409424,0.753085
0.009173,0.526397
0.568567,0.537385
0.221804,0.427242
0.927308,0.483238
0.564476,0.114136
0.522174,0.630733
0.288788,0.482545
0.381080,0.994984
0.162476,0.131690
0.782518,0.649970
0.806243,0.791229
0.863030,0.086979
0.573352,0.960008
0.039926,0.115918
0.827163,0.937207
0.440210,0.194318
0.273411,0.421600
0.751798,0.512770
0.553290,0.193493
0.609450,0.279714
0.212565,0.109153
0.347456,0.773774
0.413021,0.084769
0.624200,0.579753
0.734673,0.714281
0.624959,0.852306
0.864449,0.591896
0.815977,0.802778
0.527486,0.073319
0.197189,0.610440
0.718175,0.992279
0.803834,0.666337
0.451132,0.606151
0.140995,0.254471
0.109384,0.767604
0.704118,0.023494
0.400218,0.040784
0.434996,0.014618
0.381938,0.514156
0.309180,0.431862
0.868013,0.277767
0.425328,0.774335
0.728767,0.181251
0.614994,0.174190
0.160463,0.959711
0.438329,0.064839
0.951825,0.151884
0.756682,0.123210
0.388339,0.191414
0.403781,0.922194
0.044348,0.612090
0.583218,0.276018
0.726985,0.473537
0.310302,0.445621
0.059823,0.644361
0.229427,0.826437
0.230647,0.142480
0.439418,0.505774
0.137992,0.990365
0.595955,0.337161
0.904903,0.989804
0.733386,0.240678
0.404903,0.395334
0.236191,0.995281
0.387316,0.182769
0.228866,0.435260
0.134726,0.862337
0.037352,0.317165
0.387052,0.550584
0.183726,0.697354
0.416122,0.940903
0.154557,0.829968
0.428364,0.749753
0.247839,0.953211
0.379034,0.946842
0.812677,0.851515
0.963275,0.455685
0.714545,0.375305
0.183165,0.550386
0.320201,0.663301
0.752524,0.084010
0.677424,0.449218
0.835643,0.262951
0.890286,0.226127
0.233848,0.892563
0.986735,0.515706
0.726193,0.698608
0.174883,0.156537
0.904012,0.923448
0.581040,0.827757
0.354583,0.369498
0.631756,0.551541
0.026727,0.861942
0.570250,0.249060
0.509569,0.836864
0.133439,0.935887
0.817330,0.967333
0.758827,0.375833
0.755098,0.641193
0.117501,0.281594
0.092094,0.432654
0.747575,0.413977
0.831090,0.201775
0.111628,0.704217
0.087771,0.121329
0.008414,0.867947
0.438791,0.281957
0.030786,0.495083
0.264238,0.151554
0.183231,0.066455
0.331486,0.429981
0.682175,0.954299
0.648122,0.134099
0.825315,0.064245
0.124233,0.049726
0.243120,0.552630
0.572197,0.049198
0.842473,0.461823
0.058206,0.430905
0.952980,0.113179
0.954167,0.466145
0.157263,0.174355
0.891045,0.988088
0.363624,0.945588
0.177721,0.635848
0.389230,0.362206
0.556127,0.297301
0.094668,0.134066
0.187653,0.058569
0.087540,0.073583
0.968950,0.655844
0.685013,0.801425
0.133340,0.840659
0.800403,0.588530
0.864350,0.223883
0.799050,0.506632
0.633010,0.137893
0.241140,0.716921
0.233650,0.306309
0.952881,0.683429
0.937240,0.545931
0.262786,0.897149
0.934996,0.304560
0.879133,0.382631
0.326767,0.810302
0.875338,0.367287
0.677919,0.171286
0.920280,0.460272
0.362667,0.164159
0.014090,0.234409
0.409259,0.317033
0.980994,0.527882
0.744440,0.792780
0.295057,0.353725
0.453112,0.838778
0.479542,0.265030
0.999010,0.583680
0.825117,0.389626
0.090378,0.013430
0.454167,0.309840
0.660100,0.290669
0.873457,0.993368
0.356299,0.853626
0.925163,0.818914
0.197717,0.848545
0.808454,0.944928
0.241041,0.522339
0.216723,0.839339
0.058371,0.361513
0.981192,0.178117
0.778295,0.635056
0.084010,0.225995
0.365208,0.869861
0.448558,0.611133
0.700917,0.111430
0.852933,0.165347
0.846829,0.438725
0.803009,0.458226
0.310071,0.812314
0.020326,0.713489
0.475648,0.716096
0.333201,0.164423
0.975582,0.279813
0.819112,0.126180
0.063486,0.702204
0.855738,0.775160
0.326404,0.323137
0.813271,0.577806
0.064806,0.379430
0.081403,0.259784
0.919488,0.681317
0.227249,0.182703
0.858279,0.423909
0.760872,0.910051
0.104897,0.523593
0.936778,0.054973
0.183792,0.454992
0.427407,0.256121
0.084208,0.051343
0.399063,0.830727
0.237511,0.880288
0.613014,0.404507
0.821949,0.572989
0.548736,0.550848
0.830826,0.742757
0.066488,0.750049
0.369168,0.004257
0.125619,0.732132
0.480103,0.922623
0.094899,0.685871
0.227150,0.965914
0.841352,0.131789
0.866396,0.666997
0.148848,0.719659
0.452254,0.777371
0.332838,0.703392
0.913515,0.979476
0.205999,0.464330
0.224642,0.862239
0.412526,0.300139
0.539563,0.622154
0.262258,0.006962
0.844717,0.197486
0.441893,0.966442
0.561176,0.222596
0.957962,0.285290
0.806144,0.068270
0.846103,0.742130
0.678875,0.642216
0.083878,0.457533
0.342638,0.693130
0.589256,0.214446
0.759520,0.883521
0.873589,0.960701
0.378869,0.235102
0.784465,0.436217
0.139114,0.026892
0.787798,0.625355
0.709002,0.557480
0.235267,0.883488
0.229328,0.955025
0.213720,0.258959
0.544942,0.539431
0.181944,0.779120
0.111430,0.004158
0.053917,0.715106
0.219461,0.994193
0.526694,0.995512
0.061770,0.222497
0.562331,0.268264
0.155415,0.139840
0.575068,0.051739
0.333333,0.898832
0.998152,0.594008
0.678414,0.165974
0.004884,0.546558
0.835082,0.004950
0.794364,0.851317
0.831815,0.421633
0.235762,0.518445
0.313964,0.169636
0.686135,0.176500
0.325183,0.356959
0.604501,0.394938
0.366231,0.927176
0.623474,0.469049
0.610539,0.673794
0.398766,0.888768
0.186729,0.863063
0.929585,0.442025
0.953805,0.025737
0.095196,0.426714
0.277932,0.392431
0.524781,0.495842
0.734541,0.282089
0.602389,0.517785
0.005114,0.056127
0.874579,0.653633
0.548142,0.421171
0.729262,0.438989
0.699630,0.503630
0.632878,0.621461
0.218571,0.887811
0.374348,0.698476
0.011450,0.133835
0.957896,0.018841
0.794859,0.240579
0.916452,0.378308
0.708177,0.066818
0.094206,0.492411
0.108658,0.691876
0.579984,0.998812
0.174025,0.790042
0.757309,0.882696
0.495545,0.818815
0.735498,0.831519
0.766020,0.016465
0.985118,0.831980
0.449713,0.095922
0.898403,0.497987
0.621857,0.650993
0.334059,0.967168
0.122253,0.347456
0.904606,0.760476
0.682604,0.797664
0.721474,0.193658
0.368046,0.308091
0.933808,0.989903
0.676005,0.257705
0.593018,0.323764
0.402726,0.685640
0.863822,0.926186
0.708771,0.298786
0.195770,0.389461
0.475549,0.985085
0.316274,0.429123
0.081073,0.806738
0.863063,0.754372
0.578994,0.747740
0.004752,0.607009
0.812512,0.402033
0.935062,0.147331
0.890418,0.340032
0.256418,0.483535
0.846037,0.165215
0.667591,0.416023
0.154227,0.553653
0.371940,0.225137
0.599584,0.722299
0.525539,0.231373
0.864317,0.794925
0.793407,0.722629
0.668185,0.288128
0.255791,0.556358
0.738831,0.690523
0.335874,0.766119
0.432588,0.768132
0.970072,0.114301
0.876856,0.659110
0.937471,0.363261
0.302283,0.478915
0.688775,0.370686
0.776579,0.755857
0.790636,0.003102
0.194219,0.533492
0.210354,0.757573
0.969445,0.298225
0.769650,0.292978
0.605755,0.390616
0.580644,0.183693
0.286874,0.594173
0.053818,0.194351
0.202534,0.427275
0.632218,0.488913
0.105722,0.090279
0.077806,0.527519
0.304461,0.730350
0.061143,0.616149
0.455124,0.974098
0.823731,0.539266
0.853428,0.750742
0.931466,0.123441
0.275391,0.231142
0.090312,0.755197
0.442883,0.889626
0.730449,0.010592
0.902759,0.821784
0.366627,0.342275
0.691183,0.869465
0.188445,0.543028
0.222959,0.397710
0.124761,0.403880
0.333399,0.465155
0.009404,0.004092
0.608064,0.703755
0.975615,0.041873
0.824754,0.201907
0.028311,0.726919
0.841088,0.025902
0.821257,0.455091
0.430245,0.273147
0.569458,0.979806
0.374150,0.521085
0.977628,0.623672
0.168910,0.268033
0.882762,0.100112
0.947436,0.218736
0.006236,0.621296
0.066389,0.859434
0.352240,0.817759
0.231142,0.649904
0.524055,0.779879
0.610407,0.134693
0.376196,0.166403
0.327427,0.620339
0.988187,0.694846
0.974461,0.509569
0.627269,0.643008
0.259388,0.593744
0.353824,0.120570
0.501980,0.737412
0.835742,0.830661
0.907213,0.868937
0.128324,0.452221
0.942784,0.779417
0.210684,0.055237
0.025836,0.500396
0.417904,0.065268
0.459249,0.225665
0.529004,0.813106
0.456741,0.849700
0.100178,0.143536
0.129908,0.687389
0.213588,0.226952
0.522372,0.034416
0.322642,0.919323
0.170032,0.118326
0.074573,0.351482
0.751534,0.452848
0.508150,0.887250
0.890847,0.601993
0.329770,0.539398
0.388768,0.773444
0.477133,0.028014
0.587111,0.818320
0.392761,0.746387
0.159836,0.374315
0.331123,0.380123
0.620108,0.378968
0.035010,0.180327
0.986471,0.015278
0.681053,0.627664
0.456279,0.954761
0.021184,0.213555
0.622352,0.730284
0.418696,0.604798
0.594668,0.021778
0.684848,0.745694
0.105128,0.255131
0.976275,0.881113
0.937603,0.546393
0.324853,0.976605
0.548076,0.970600
0.717977,0.937702
0.769980,0.279450
0.662179,0.063750
0.228899,0.964627
0.140368,0.910480
0.002178,0.597373
0.372402,0.744869
0.678578,0.113245
0.033096,0.477496
0.659209,0.126642
0.721111,0.781660
0.305979,0.441167
0.320696,0.878209
0.837161,0.046954
0.149805,0.075893
0.615885,0.053092
0.312809,0.131492
0.488649,0.615918
0.556259,0.934369
0.117238,0.706263
0.046954,0.473207
0.028938,0.388867
0.948294,0.882927
0.152940,0.858543
0.151884,0.664522
0.971359,0.294001
0.096879,0.566554
0.565697,0.444169
0.730944,0.394641
0.987395,0.876097
0.839042,0.683759
0.471425,0.602686
0.611001,0.658582
0.477760,0.272454
0.694318,0.860622
0.724477,0.022042
0.881509,0.791097
0.733023,0.064278
0.342836,0.055402
0.623111,0.528773
0.548472,0.946017
0.785686,0.709628
0.347885,0.052069
0.486372,0.955586
0.166931,0.355441
0.544216,0.133868
0.057810,0.024517
0.885270,0.216723
0.376229,0.275094
0.333069,0.314624
0.953013,0.113575
0.959810,0.534251
0.122088,0.888108
0.876394,0.749555
0.858477,0.919158
0.794727,0.089949
0.893882,0.470765
0.848875,0.968917
0.152808,0.648254
0.129314,0.496106
0.112024,0.327493
0.155481,0.326932
0.586353,0.230449
0.262984,0.636013
0.968851,0.390583
0.668086,0.178018
0.238864,0.618029
0.844354,0.297565
0.379826,0.179469
0.948096,0.867749
0.119085,0.247905
0.362931,0.638223
0.059229,0.770837
0.127862,0.579687
0.863789,0.702930
0.703128,0.900020
0.230944,0.798324
0.490200,0.307167
0.821454,0.830991
0.464100,0.925691
0.358411,0.213654
0.286247,0.747311
0.946644,0.533228
0.870851,0.712169
0.910579,0.489078
0.703854,0.118656
0.355078,0.408236
0.716393,0.214281
0.499142,0.855144
0.350492,0.079951
0.932126,0.751171
0.388240,0.197222
0.386854,0.921039
0.149871,0.413449
0.627170,0.110968
0.242460,0.085891
0.459348,0.772718
0.545931,0.903187
0.351218,0.343133
0.056226,0.016993
0.614433,0.922788
0.064542,0.714248
0.036263,0.846631
0.200851,0.615753
0.344453,0.905992
0.899591,0.825546
0.824985,0.989276
0.067808,0.149871
0.594866,0.777041
0.718703,0.646638
0.894113,0.218010
0.888372,0.496436
0.906619,0.384247
0.026760,0.088365
0.575893,0.198344
0.474395,0.113971
0.118788,0.602356
0.312149,0.601828
0.375800,0.511021
0.259718,0.892728
0.410249,0.544084
0.150234,0.579324
0.689236,0.640500
0.855573,0.162410
0.298192,0.933644
0.989144,0.581403
0.138058,0.998053
0.607239,0.659506
0.834554,0.431367
0.704085,0.192635
0.394575,0.132152
0.470171,0.729427
0.396588,0.457236
0.814360,0.642051
0.251006,0.429156
0.920709,0.812413
0.436019,0.730515
0.556853,0.644526
0.218802,0.854814
0.413845,0.023197
0.765261,0.989738
0.855342,0.229328
0.258695,0.443048
0.235333,0.201676
0.240612,0.687191
0.143371,0.192899
0.515640,0.177556
0.171616,0.538573
0.345410,0.631558
0.063189,0.624431
0.804956,0.398568
0.642975,0.551442
0.945126,0.844915
0.611298,0.320630
0.528542,0.146473
0.377747,0.192470
0.592622,0.103775
0.335016,0.848710
0.285884,0.973306
0.884577,0.403056
0.257738,0.323269
0.071702,0.600508
0.260641,0.284003
0.568237,0.846961
0.165380,0.672507
0.279021,0.667426
0.710981,0.793440
0.573814,0.467234
0.118920,0.361645
0.334719,0.200818
0.235102,0.539629
0.201115,0.813172
0.389593,0.861051
0.618194,0.095823
0.707781,0.480961
0.026496,0.722563
0.530753,0.276777
0.755791,0.604072
0.235993,0.896951
0.353461,0.270507
0.439913,0.525770
0.222629,0.429552
0.068336,0.880519
0.685145,0.444235
0.155910,0.405992
0.659704,0.828384
0.805748,0.477331
0.778394,0.098264
0.100937,0.900944
0.259685,0.957236
0.404606,0.639213
0.185409,0.941101
0.703887,0.864020
0.360721,0.606613
0.681218,0.333927
0.484492,0.433611
0.845344,0.578565
0.549099,0.509965
0.892892,0.711113
0.679601,0.307464
0.208012,0.882070
0.568831,0.710981
0.266944,0.284762
0.645912,0.977496
0.447271,0.123804
0.480862,0.293572
0.224675,0.492774
0.418168,0.754306
0.504389,0.736389
0.247608,0.654722
0.339537,0.608460
0.058866,0.651752
0.065796,0.097670
0.250676,0.798786
0.864284,0.386623
0.787765,0.496997
0.703359,0.480730
0.270441,0.682835
0.243978,0.443774
0.718901,0.326536
0.927968,0.162344
0.677325,0.922293
0.818716,0.629116
0.995809,0.204448
0.277800,0.163895
0.502211,0.189005
0.875239,0.507886
0.660991,0.353560
0.025770,0.810401
0.406619,0.384313
0.529598,0.099716
0.558305,0.150630
0.467069,0.907576
0.866231,0.097934
0.120636,0.844189
0.628126,0.195770
0.406091,0.671319
0.439319,0.463110
0.121065,0.652247
0.701478,0.182802
0.948855,0.440936
0.248862,0.838481
0.553950,0.213951
0.722299,0.798390
0.509107,0.318518
0.054445,0.783277
0.309741,0.719264
0.963935,0.709265
0.827394,0.989672
0.479707,0.217977
0.027189,0.490761
0.649244,0.408104
0.017125,0.191579
0.928364,0.950571
0.745034,0.492807
0.396621,0.759982
0.820003,0.712532
0.215832,0.551508
0.906058,0.856266
0.930872,0.272916
0.173827,0.940078
0.723454,0.688082
0.706593,0.346136
0.823401,0.533459
0.797004,0.751897
0.283178,0.322081
0.421897,0.396192
0.141952,0.142810
0.273015,0.562529
0.684089,0.751798
0.975384,0.305055
0.785257,0.467762
0.274533,0.452452
0.943642,0.819145
0.357388,0.888273
0.111331,0.777932
0.036989,0.799875
0.324985,0.573913
0.570646,0.709760
0.577278,0.074771
0.711377,0.860160
0.641523,0.942619
0.696859,0.125058
0.158912,0.509239
0.173134,0.586254
0.604963,0.832310
0.445225,0.152676
0.131030,0.259421
0.405431,0.618887
0.326470,0.445126
0.824556,0.559229
0.994490,0.184254
0.052102,0.690655
0.909160,0.788821
0.461229,0.672705
0.867551,0.701478
0.346334,0.650300
0.221177,0.847984
0.820102,0.848446
0.232759,0.927902
0.800535,0.593909
0.886920,0.148947
0.658351,0.618128
0.574408,0.314591
0.220484,0.107899
0.701610,0.558107
0.971425,0.991322
0.108163,0.501749
0.495347,0.297961
0.701643,0.247575
0.977067,0.581469
0.072989,0.009371
0.480697,0.611793
0.196463,0.224939
0.594041,0.688247
0.577641,0.374513
0.773444,0.414175
0.254603,0.235828
0.535703,0.561077
0.602125,0.502079
0.960008,0.354715
0.155943,0.009008
0.665347,0.549363
0.770573,0.487362
0.763743,0.823566
0.595790,0.648749
0.876691,0.581238
0.909259,0.969676
0.478156,0.778790
0.762027,0.947436
0.302382,0.953673
0.705702,0.026265
0.671055,0.517521
0.746684,0.010724
0.678743,0.844486
0.061308,0.246849
0.483337,0.456609
0.647859,0.534218
0.780176,0.882433
0.405629,0.773411
0.360325,0.022339
0.613509,0.842176
0.906586,0.849601
0.021118,0.126510
0.611067,0.758959
0.489045,0.536593
0.623969,0.291031
0.695176,0.055765
0.871181,0.591203
0.967003,0.683594
0.352108,0.574309
0.208573,0.777866
0.664753,0.788524
0.669009,0.621626
0.396852,0.916188
0.859500,0.579192
0.969643,0.617798
0.803504,0.257837
0.394707,0.346466
0.492741,0.590213
0.255890,0.513331
0.755758,0.289976
0.230350,0.874183
0.388636,0.354583
0.454563,0.986339
0.727810,0.644790
0.451363,0.900218
0.180492,0.832376
0.863195,0.164027
0.601564,0.211707
0.864086,0.412460
0.753910,0.940738
0.914406,0.801590
0.358345,0.869036
0.274962,0.469247
0.016960,0.707847
0.900152,0.745628
0.920907,0.243780
0.469874,0.928826
0.345806,0.752821
0.130898,0.480994
0.382861,0.728239
0.467168,0.252920
0.883158,0.500858
0.015113,0.144724
0.584175,0.891705
0.890616,0.368145
0.290273,0.318848
0.634990,0.840032
0.579687,0.480697
0.123243,0.677160
0.073847,0.467630
0.627401,0.429750
0.281957,0.914571
0.213126,0.301095
0.443378,0.786742
0.815086,0.315152
0.375140,0.204382
0.146869,0.152544
0.113707,0.236719
0.443246,0.714314
0.792516,0.857982
0.515838,0.568039
0.205471,0.699564
0.134363,0.321125
0.975318,0.231604
0.773972,0.834653
0.344882,0.555633
0.972943,0.565664
0.367716,0.290932
0.877384,0.038738
0.027717,0.662773
0.739524,0.993236
0.454365,0.830925
0.693955,0.914340
0.662410,0.261367
0.268396,0.953739
0.894179,0.037616
0.899657,0.469808
0.836270,0.804329
0.997492,0.340065
0.565565,0.489210
0.708375,0.141358
0.128060,0.312809
0.897644,0.801458
0.492081,0.846334
0.143041,0.564674
0.459216,0.120669
0.523362,0.754438
0.491916,0.759091
0.114829,0.559295
0.635089,0.195605
0.596615,0.642942
0.017719,0.582393
0.029895,0.168284
0.111892,0.943840
0.132911,0.335049
0.727051,0.626576
0.321586,0.767472
0.989507,0.000792
0.200125,0.136211
0.220319,0.427473
0.673398,0.522966
0.147265,0.947172
0.181416,0.908269
0.021151,0.217119
0.616710,0.343199
0.453871,0.028344
0.609318,0.875074
0.189995,0.507820
0.488154,0.342209
0.471623,0.858114
